experience_years,test_score,interview_score,communication,performance_score,hire_decision,degree,city,application_source,hobby,preferred_language
2.08,28,3,4,40,Reject,M.Tech,Pune,LinkedIn,Gaming,Hindi
4.55,84,6,2,57,Hold,B.Tech,Mumbai,Campus,Gaming,German
5.26,47,4,8,49,Reject,B.Tech,Pune,Website,Music,German
5.07,82,5,4,57,Hold,BCA,Kolkata,LinkedIn,Sports,Spanish
10.96,99,3,8,83,Hire,B.Sc,Delhi,Campus,Photography,Spanish
3.23,100,7,7,77,Hire,MBA,Hyderabad,Website,Music,Hindi
4.22,88,8,1,55,Hold,B.Tech,Chennai,Referral,Reading,Spanish
2.58,87,10,3,65,Hold,B.Sc,Mumbai,LinkedIn,Travel,Spanish
4.46,86,2,8,58,Hold,BCA,Kolkata,Indeed,Music,Spanish
4.68,93,9,4,67,Hold,B.Tech,Kolkata,LinkedIn,Sports,English
6.91,29,10,7,54,Hold,MBA,Delhi,LinkedIn,Music,English
3.34,30,9,6,46,Reject,MBA,Kolkata,Website,Gaming,French
3.11,76,10,8,74,Hire,B.Sc,Delhi,Website,Travel,Hindi
8.63,94,9,6,78,Hire,M.Tech,Pune,Referral,Sports,Hindi
10.92,60,2,6,40,Reject,M.Tech,Mumbai,Indeed,Music,Hindi
1.47,20,8,9,53,Hold,MBA,Pune,Website,Travel,German
2.19,64,8,2,47,Reject,B.Sc,Bangalore,Indeed,Music,English
1.6,47,5,5,37,Reject,B.Tech,Delhi,Website,Sports,French
8.2,43,9,2,53,Hold,BCA,Mumbai,Campus,Photography,English
2.57,88,7,8,66,Hold,B.Tech,Hyderabad,Website,Sports,Hindi
7.25,31,10,9,61,Hold,MBA,Chennai,Indeed,Music,English
2.42,52,4,5,38,Reject,MBA,Delhi,Website,Photography,English
9.81,67,8,3,62,Hold,BCA,Pune,Indeed,Music,Spanish
3.79,40,1,4,31,Reject,B.Sc,Bangalore,Referral,Music,English
8.04,81,2,4,60,Hold,B.Sc,Bangalore,LinkedIn,Reading,French
1.78,88,7,3,55,Hold,B.Sc,Chennai,LinkedIn,Music,English
3.67,41,5,5,43,Reject,MCA,Pune,LinkedIn,Photography,Spanish
3.57,94,3,3,58,Hold,MCA,Delhi,Campus,Reading,Spanish
7.62,92,10,4,78,Hire,B.Sc,Chennai,Referral,Photography,German
8.17,91,7,9,83,Hire,M.Tech,Delhi,Referral,Travel,French
10.14,36,3,2,35,Reject,B.Tech,Pune,Indeed,Photography,Spanish
2.2,59,6,5,53,Hold,M.Tech,Kolkata,Website,Reading,Hindi
9.13,57,1,1,38,Reject,MCA,Hyderabad,LinkedIn,Gaming,French
8.54,79,6,3,68,Hold,B.Tech,Delhi,Website,Photography,German
6.69,94,9,8,79,Hire,B.Sc,Delhi,Campus,Music,English
7.8,94,1,8,79,Hire,MBA,Bangalore,Website,Photography,English
1.08,23,4,2,32,Reject,M.Tech,Pune,Campus,Music,English
1.76,81,5,6,62,Hold,MCA,Kolkata,Indeed,Reading,English
4.99,61,1,9,54,Hold,B.Tech,Chennai,Website,Music,Spanish
8.54,90,10,6,71,Hire,MBA,Pune,Indeed,Reading,Hindi
2.01,50,3,3,32,Reject,B.Tech,Mumbai,LinkedIn,Photography,English
4.67,99,10,4,87,Hire,B.Tech,Hyderabad,Referral,Travel,English
5.98,84,10,8,82,Hire,BCA,Mumbai,Campus,Music,Spanish
11.22,39,5,1,45,Reject,M.Tech,Kolkata,Referral,Travel,French
0.66,81,10,5,68,Hold,B.Tech,Hyderabad,Indeed,Gaming,English
9.95,84,7,8,83,Hire,B.Sc,Kolkata,Campus,Music,Spanish
11.81,77,3,10,69,Hold,B.Tech,Delhi,LinkedIn,Gaming,English
3.21,82,4,5,54,Hold,BCA,Bangalore,Campus,Photography,French
10.68,85,6,7,74,Hire,MCA,Mumbai,Campus,Music,Hindi
3.48,90,7,4,68,Hold,BCA,Pune,Indeed,Travel,German
9.59,55,7,5,48,Reject,MCA,Chennai,Website,Sports,German
5.52,84,2,1,49,Reject,MBA,Bangalore,Indeed,Sports,German
7.17,52,2,10,60,Hold,MBA,Bangalore,Campus,Photography,Hindi
2.84,52,8,1,54,Hold,B.Sc,Chennai,Indeed,Music,English
8.25,61,5,9,57,Hold,M.Tech,Hyderabad,Referral,Gaming,French
1.78,79,9,6,74,Hire,BCA,Hyderabad,Campus,Gaming,English
6.72,100,1,8,68,Hold,MCA,Pune,LinkedIn,Travel,German
5.93,67,9,5,56,Hold,B.Tech,Bangalore,Indeed,Travel,Hindi
10.05,96,10,9,94,Hire,M.Tech,Delhi,Indeed,Gaming,English
5.78,59,8,1,51,Hold,BCA,Pune,LinkedIn,Music,French
9.42,84,3,10,80,Hire,MCA,Chennai,Website,Music,English
4.8,88,4,1,58,Hold,B.Tech,Kolkata,Referral,Gaming,German
3.69,89,7,4,66,Hold,B.Sc,Hyderabad,Indeed,Music,Spanish
9.45,45,5,8,64,Hold,BCA,Delhi,Campus,Reading,German
5.02,87,4,3,55,Hold,B.Sc,Chennai,Campus,Music,German
5.96,35,4,5,42,Reject,B.Sc,Bangalore,Campus,Reading,English
6.93,28,6,1,30,Reject,M.Tech,Hyderabad,Referral,Reading,Hindi
9.84,85,3,6,60,Hold,M.Tech,Hyderabad,Campus,Gaming,Spanish
6.98,59,8,1,42,Reject,BCA,Bangalore,Indeed,Photography,German
4.87,51,3,6,40,Reject,M.Tech,Delhi,Indeed,Gaming,German
1.93,45,2,8,43,Reject,BCA,Bangalore,Website,Sports,Spanish
8.43,42,8,9,45,Reject,BCA,Kolkata,LinkedIn,Music,French
10.6,95,8,1,65,Hold,B.Sc,Kolkata,Campus,Photography,French
1.3,52,4,9,47,Reject,MBA,Mumbai,Indeed,Gaming,Hindi
5.59,81,7,4,53,Hold,MCA,Kolkata,Indeed,Travel,French
11.21,69,4,7,56,Hold,MBA,Mumbai,Indeed,Travel,English
6.76,26,4,1,25,Reject,BCA,Bangalore,LinkedIn,Sports,German
6.54,43,7,1,47,Reject,MBA,Hyderabad,Campus,Music,English
0.76,40,6,10,47,Reject,BCA,Delhi,Referral,Music,English
6.42,23,2,10,40,Reject,B.Tech,Pune,LinkedIn,Reading,German
7.85,81,6,4,59,Hold,MBA,Delhi,Website,Music,English
1.76,68,8,5,58,Hold,B.Tech,Chennai,Indeed,Sports,English
11.48,78,6,9,78,Hire,MBA,Kolkata,LinkedIn,Photography,Spanish
2.35,51,3,10,54,Hold,BCA,Kolkata,LinkedIn,Music,English
8.09,78,2,9,59,Hold,MCA,Mumbai,Referral,Gaming,Spanish
3.29,44,7,2,33,Reject,M.Tech,Hyderabad,Referral,Reading,Hindi
1.3,58,9,7,68,Hold,B.Sc,Delhi,Campus,Sports,German
3.13,92,1,10,71,Hire,M.Tech,Kolkata,Website,Reading,Spanish
4.01,36,4,3,33,Reject,B.Sc,Chennai,Indeed,Sports,German
5.58,27,6,10,44,Reject,B.Tech,Bangalore,Referral,Photography,Spanish
2.81,86,2,6,58,Hold,MBA,Kolkata,LinkedIn,Sports,German
8.73,39,7,9,53,Hold,B.Tech,Hyderabad,Referral,Reading,German
9.69,63,9,4,56,Hold,MCA,Kolkata,LinkedIn,Gaming,German
9.49,93,1,10,66,Hold,MBA,Chennai,Website,Sports,French
8.59,23,3,3,33,Reject,M.Tech,Pune,Referral,Travel,French
3.24,30,4,2,39,Reject,MCA,Mumbai,Indeed,Reading,French
2.53,52,8,1,43,Reject,BCA,Bangalore,Indeed,Reading,French
1.31,21,4,1,20,Reject,MCA,Chennai,LinkedIn,Music,Spanish
4.76,95,5,1,61,Hold,MBA,Bangalore,Campus,Gaming,Spanish
1.05,98,2,2,54,Hold,B.Sc,Hyderabad,Website,Sports,Spanish
7.86,55,6,6,60,Hold,MBA,Mumbai,LinkedIn,Reading,Spanish
11.4,73,4,9,69,Hold,M.Tech,Hyderabad,LinkedIn,Travel,German
9.07,62,7,3,55,Hold,B.Tech,Mumbai,Website,Gaming,Spanish
1.4,98,6,3,58,Hold,MCA,Hyderabad,Website,Music,Hindi
0.25,58,10,10,70,Hire,BCA,Delhi,Website,Sports,German
4.02,43,1,8,30,Reject,MCA,Chennai,LinkedIn,Travel,Spanish
11.91,32,4,7,44,Reject,M.Tech,Mumbai,Referral,Gaming,German
3.75,24,8,4,27,Reject,B.Tech,Hyderabad,Campus,Music,French
8.85,20,3,5,40,Reject,B.Tech,Kolkata,Campus,Sports,English
8.6,62,9,3,54,Hold,MCA,Pune,Campus,Music,French
6.87,75,4,1,45,Reject,MCA,Delhi,Campus,Sports,English
4.41,61,9,6,61,Hold,B.Sc,Delhi,LinkedIn,Travel,French
2.5,95,5,8,82,Hire,B.Tech,Hyderabad,Campus,Travel,Hindi
11.76,37,6,7,39,Reject,M.Tech,Chennai,Indeed,Sports,Spanish
0.79,20,4,1,20,Reject,B.Sc,Bangalore,Campus,Sports,Hindi
2.83,65,10,8,73,Hire,MCA,Delhi,LinkedIn,Photography,English
3.71,73,1,4,48,Reject,M.Tech,Kolkata,Campus,Travel,French
10.91,34,8,3,45,Reject,MBA,Mumbai,Website,Gaming,German
8.56,36,4,10,62,Hold,MBA,Hyderabad,Campus,Gaming,English
3.18,78,10,10,80,Hire,BCA,Pune,Campus,Reading,German
1.97,66,3,3,36,Reject,B.Sc,Chennai,LinkedIn,Music,Hindi
10.57,42,9,4,53,Hold,B.Sc,Hyderabad,LinkedIn,Photography,German
9.53,27,1,3,21,Reject,BCA,Kolkata,Website,Sports,German
0.46,56,1,2,35,Reject,BCA,Delhi,Website,Sports,Spanish
10.55,74,5,2,54,Hold,B.Tech,Chennai,Indeed,Gaming,German
7.06,44,5,8,57,Hold,BCA,Pune,Website,Photography,German
5.49,94,2,3,59,Hold,B.Sc,Pune,Website,Reading,French
8.09,59,7,4,56,Hold,B.Tech,Bangalore,Referral,Photography,Spanish
0.47,36,6,3,42,Reject,BCA,Mumbai,LinkedIn,Travel,English
3.96,76,5,2,49,Reject,M.Tech,Pune,Referral,Sports,English
1.06,73,9,7,76,Hire,B.Sc,Bangalore,LinkedIn,Photography,French
8.2,48,9,10,67,Hold,BCA,Delhi,Referral,Music,Hindi
4.78,58,1,5,60,Hold,B.Sc,Chennai,Indeed,Travel,Spanish
5.75,89,4,7,60,Hold,BCA,Kolkata,Campus,Reading,English
3.48,22,2,10,53,Hold,BCA,Mumbai,Referral,Reading,German
9.46,61,3,10,62,Hold,B.Tech,Chennai,LinkedIn,Music,Hindi
0.56,52,4,6,39,Reject,MCA,Chennai,LinkedIn,Reading,French
3.37,81,4,4,47,Reject,BCA,Bangalore,Website,Music,Spanish
7.09,78,7,9,82,Hire,MBA,Kolkata,LinkedIn,Sports,German
9.48,36,8,3,46,Reject,BCA,Delhi,Referral,Travel,Spanish
7.22,98,1,6,76,Hire,MBA,Kolkata,Indeed,Gaming,Hindi
8.77,74,5,5,55,Hold,MCA,Pune,LinkedIn,Gaming,Hindi
0.28,36,2,5,29,Reject,B.Sc,Mumbai,Website,Music,Spanish
3.06,61,1,4,43,Reject,MBA,Bangalore,Indeed,Sports,German
0.51,43,9,8,57,Hold,BCA,Hyderabad,Campus,Reading,German
6.0,64,6,4,49,Reject,MCA,Kolkata,Indeed,Music,English
11.87,88,3,6,64,Hold,B.Sc,Mumbai,Website,Sports,Hindi
0.16,49,8,1,42,Reject,M.Tech,Chennai,LinkedIn,Music,French
5.29,34,10,6,45,Reject,B.Sc,Bangalore,Campus,Music,French
0.06,35,9,7,60,Hold,BCA,Mumbai,Referral,Gaming,Hindi
7.35,40,1,9,33,Reject,BCA,Hyderabad,Referral,Music,Hindi
2.2,41,4,3,20,Reject,MBA,Delhi,Referral,Sports,French
8.55,58,4,3,45,Reject,B.Tech,Pune,Referral,Travel,English
1.92,82,10,3,60,Hold,M.Tech,Bangalore,LinkedIn,Reading,Spanish
9.94,77,5,2,47,Reject,B.Sc,Mumbai,Campus,Sports,Spanish
2.47,43,7,5,54,Hold,M.Tech,Pune,Website,Gaming,English
4.23,93,4,10,58,Hold,MBA,Delhi,Referral,Gaming,English
2.77,88,9,5,72,Hire,M.Tech,Kolkata,Referral,Travel,Hindi
9.69,94,1,4,59,Hold,M.Tech,Delhi,Website,Reading,Spanish
5.88,49,9,7,56,Hold,M.Tech,Pune,LinkedIn,Travel,Hindi
10.49,87,4,7,69,Hold,B.Tech,Kolkata,Referral,Gaming,Hindi
1.56,75,5,10,67,Hold,MCA,Kolkata,Indeed,Travel,Spanish
5.99,46,7,2,36,Reject,B.Tech,Bangalore,Campus,Music,German
9.32,28,9,1,36,Reject,MBA,Chennai,LinkedIn,Gaming,English
11.77,70,8,4,67,Hold,BCA,Chennai,LinkedIn,Photography,Spanish
8.08,80,10,7,82,Hire,B.Sc,Pune,Campus,Music,French
2.2,94,7,9,76,Hire,B.Sc,Chennai,Website,Music,German
9.12,24,6,8,53,Hold,M.Tech,Chennai,Indeed,Music,English
0.9,39,1,3,32,Reject,M.Tech,Chennai,Campus,Sports,Spanish
9.15,73,2,7,57,Hold,M.Tech,Delhi,Indeed,Gaming,German
9.93,46,9,3,46,Reject,BCA,Kolkata,Campus,Music,English
6.71,67,5,4,56,Hold,B.Tech,Kolkata,LinkedIn,Sports,Spanish
5.91,82,5,2,56,Hold,MCA,Bangalore,Campus,Reading,German
11.24,79,9,7,85,Hire,MBA,Kolkata,Referral,Photography,French
0.0,88,10,8,69,Hold,BCA,Pune,LinkedIn,Photography,Hindi
0.11,66,3,1,39,Reject,BCA,Chennai,Indeed,Photography,French
3.02,48,2,3,34,Reject,MCA,Delhi,LinkedIn,Sports,Spanish
6.07,20,1,5,24,Reject,BCA,Delhi,Indeed,Photography,Hindi
6.48,43,5,6,63,Hold,B.Tech,Delhi,Indeed,Gaming,German
4.46,37,2,7,41,Reject,MCA,Pune,Referral,Photography,Hindi
3.51,92,3,1,48,Reject,B.Sc,Kolkata,Website,Photography,English
2.43,62,4,3,40,Reject,MBA,Hyderabad,Indeed,Gaming,English
9.6,34,6,2,35,Reject,B.Sc,Kolkata,Website,Photography,Hindi
3.79,71,10,6,64,Hold,B.Sc,Hyderabad,Website,Music,German
5.91,54,9,3,48,Reject,MCA,Chennai,LinkedIn,Sports,French
9.74,66,6,1,53,Hold,MCA,Hyderabad,Referral,Reading,Spanish
7.35,25,2,4,28,Reject,BCA,Kolkata,LinkedIn,Photography,English
4.9,80,7,5,69,Hold,B.Sc,Pune,Website,Sports,Spanish
2.12,73,5,5,56,Hold,BCA,Delhi,Campus,Reading,German
4.77,81,8,10,71,Hire,BCA,Mumbai,Referral,Photography,Spanish
5.82,43,5,1,30,Reject,B.Tech,Bangalore,Campus,Photography,English
11.89,42,5,7,64,Hold,MCA,Kolkata,Referral,Sports,German
3.41,77,10,7,79,Hire,BCA,Chennai,Website,Sports,German
1.99,28,3,5,28,Reject,B.Sc,Chennai,Campus,Sports,French
2.65,51,7,7,48,Reject,MCA,Kolkata,LinkedIn,Gaming,French
2.54,51,9,3,41,Reject,B.Tech,Mumbai,Website,Reading,Spanish
0.91,76,3,9,64,Hold,M.Tech,Bangalore,Campus,Music,Spanish
4.38,57,2,9,51,Hold,MBA,Kolkata,Campus,Reading,German
3.42,55,1,5,51,Hold,MCA,Delhi,Referral,Photography,Hindi
10.65,60,4,6,36,Reject,B.Sc,Mumbai,Campus,Travel,German
9.36,49,6,6,50,Hold,B.Sc,Hyderabad,LinkedIn,Reading,German
1.31,96,5,6,66,Hold,BCA,Kolkata,Website,Travel,Spanish
10.21,31,7,7,46,Reject,M.Tech,Delhi,Referral,Music,English
1.32,47,2,4,32,Reject,MCA,Mumbai,Indeed,Music,French
8.64,38,2,4,31,Reject,MBA,Mumbai,LinkedIn,Sports,English
6.87,83,1,9,60,Hold,B.Tech,Pune,Referral,Photography,English
1.04,22,3,4,28,Reject,B.Sc,Kolkata,Referral,Gaming,English
10.86,38,3,6,39,Reject,B.Sc,Bangalore,Campus,Gaming,French
10.49,42,9,3,41,Reject,B.Sc,Mumbai,Referral,Reading,Hindi
10.13,32,5,2,31,Reject,B.Sc,Delhi,Campus,Gaming,English
4.43,25,9,7,49,Reject,B.Sc,Bangalore,LinkedIn,Music,English
2.68,39,1,5,25,Reject,MBA,Pune,Campus,Sports,English
11.97,32,6,5,46,Reject,BCA,Mumbai,LinkedIn,Sports,French
9.81,44,4,4,45,Reject,MBA,Chennai,Campus,Music,German
0.51,72,8,10,76,Hire,B.Tech,Chennai,Campus,Sports,French
4.48,73,9,2,57,Hold,MCA,Delhi,Website,Sports,Spanish
9.75,23,1,7,36,Reject,B.Sc,Delhi,LinkedIn,Sports,German
6.34,53,3,3,47,Reject,MCA,Hyderabad,LinkedIn,Gaming,French
2.97,94,5,1,51,Hold,M.Tech,Bangalore,Website,Travel,German
9.51,54,8,1,52,Hold,B.Tech,Mumbai,Indeed,Gaming,French
3.14,43,3,3,32,Reject,MBA,Pune,LinkedIn,Photography,Spanish
0.0,80,1,7,44,Reject,MBA,Kolkata,Indeed,Photography,French
2.78,20,9,2,30,Reject,B.Tech,Bangalore,Indeed,Music,Hindi
11.92,48,8,8,64,Hold,B.Sc,Chennai,Indeed,Gaming,Hindi
7.87,90,8,1,64,Hold,M.Tech,Kolkata,Indeed,Photography,Spanish
2.65,87,5,7,73,Hire,MCA,Mumbai,Campus,Photography,French
8.23,89,9,9,90,Hire,B.Tech,Kolkata,LinkedIn,Reading,French
8.24,29,8,10,44,Reject,B.Tech,Delhi,Website,Reading,French
7.69,33,10,1,43,Reject,MBA,Delhi,Campus,Music,French
0.85,81,1,7,60,Hold,B.Sc,Chennai,Campus,Sports,Hindi
2.92,42,9,3,44,Reject,MBA,Mumbai,Website,Sports,English
10.45,25,3,8,28,Reject,MBA,Delhi,Indeed,Gaming,French
8.82,91,8,8,77,Hire,BCA,Chennai,Campus,Sports,Spanish
2.01,37,7,7,39,Reject,BCA,Hyderabad,Referral,Reading,German
3.58,57,2,7,43,Reject,B.Tech,Delhi,Campus,Gaming,Spanish
6.75,26,8,9,46,Reject,MBA,Mumbai,Indeed,Reading,English
9.92,48,4,1,28,Reject,BCA,Delhi,LinkedIn,Photography,German
2.41,77,7,2,40,Reject,B.Tech,Bangalore,Campus,Reading,Hindi
1.22,97,4,8,72,Hire,BCA,Bangalore,Website,Reading,English
4.58,74,7,10,67,Hold,M.Tech,Chennai,Campus,Sports,German
10.95,32,9,3,54,Hold,MCA,Hyderabad,Indeed,Photography,German
3.13,59,2,3,24,Reject,B.Tech,Bangalore,Website,Music,Spanish
1.3,68,1,2,43,Reject,MBA,Delhi,LinkedIn,Gaming,Hindi
0.67,98,8,9,83,Hire,M.Tech,Bangalore,LinkedIn,Photography,Hindi
4.22,100,10,9,86,Hire,MBA,Pune,Campus,Music,French
0.45,79,4,1,44,Reject,B.Sc,Kolkata,Indeed,Travel,German
7.0,48,1,8,37,Reject,MBA,Mumbai,LinkedIn,Reading,German
8.07,37,1,5,26,Reject,M.Tech,Bangalore,Campus,Music,Spanish
5.53,83,10,1,64,Hold,B.Tech,Hyderabad,Campus,Gaming,French
8.89,27,7,9,69,Hold,B.Sc,Chennai,Campus,Music,Hindi
6.01,67,5,5,49,Reject,MCA,Pune,Campus,Photography,Hindi
8.43,38,1,2,41,Reject,MCA,Chennai,Campus,Music,Hindi
2.77,72,2,8,53,Hold,BCA,Delhi,Website,Photography,German
8.94,49,7,4,41,Reject,B.Sc,Kolkata,LinkedIn,Gaming,Spanish
6.02,32,10,8,49,Reject,MCA,Pune,Campus,Sports,Spanish
8.46,47,4,7,45,Reject,M.Tech,Bangalore,Website,Travel,Hindi
5.36,79,4,2,46,Reject,MBA,Kolkata,Indeed,Music,English
6.07,20,5,6,36,Reject,B.Sc,Delhi,Campus,Reading,Spanish
0.5,27,7,9,32,Reject,MCA,Kolkata,Indeed,Photography,English
5.87,22,2,10,40,Reject,MBA,Pune,Campus,Travel,German
1.71,92,6,5,55,Hold,MBA,Kolkata,Campus,Gaming,English
1.71,77,1,6,41,Reject,M.Tech,Chennai,Campus,Photography,German
5.2,95,1,5,56,Hold,MBA,Bangalore,LinkedIn,Reading,French
6.91,66,6,6,52,Hold,MBA,Mumbai,Referral,Travel,English
4.12,28,10,4,34,Reject,BCA,Bangalore,LinkedIn,Music,French
1.93,56,10,7,58,Hold,MBA,Mumbai,Indeed,Music,Hindi
8.9,91,5,8,78,Hire,B.Tech,Chennai,Website,Sports,German
11.56,77,9,7,82,Hire,M.Tech,Bangalore,LinkedIn,Music,Spanish
8.8,72,10,4,68,Hold,B.Sc,Chennai,LinkedIn,Music,English
0.92,57,5,4,47,Reject,B.Sc,Pune,Indeed,Photography,Spanish
10.09,91,4,9,78,Hire,B.Tech,Mumbai,Indeed,Travel,German
0.81,92,7,6,66,Hold,B.Sc,Pune,Indeed,Travel,Hindi
5.24,87,8,6,75,Hire,MBA,Mumbai,Website,Sports,German
11.15,78,7,9,73,Hire,MBA,Bangalore,Referral,Travel,Hindi
3.16,55,3,10,50,Hold,MCA,Kolkata,Referral,Gaming,Hindi
1.54,78,10,10,75,Hire,BCA,Chennai,Website,Photography,French
9.15,66,8,2,65,Hold,B.Tech,Pune,Referral,Music,English
11.14,20,3,4,24,Reject,B.Tech,Delhi,Website,Gaming,French
3.91,21,5,6,33,Reject,MBA,Mumbai,Campus,Photography,German
2.79,95,3,3,52,Hold,M.Tech,Chennai,LinkedIn,Sports,Spanish
2.19,61,2,8,46,Reject,BCA,Mumbai,LinkedIn,Sports,Spanish
11.56,41,10,7,58,Hold,MBA,Chennai,LinkedIn,Gaming,English
6.92,39,6,9,47,Reject,B.Sc,Pune,Website,Photography,English
10.32,56,3,9,63,Hold,B.Tech,Delhi,Indeed,Reading,German
3.7,74,10,4,55,Hold,B.Tech,Chennai,LinkedIn,Photography,English
0.68,68,1,1,42,Reject,MBA,Pune,Campus,Music,French
5.45,91,10,2,77,Hire,B.Tech,Bangalore,Campus,Reading,Spanish
2.49,83,6,10,77,Hire,B.Tech,Delhi,LinkedIn,Photography,German
6.23,37,10,4,49,Reject,B.Sc,Chennai,LinkedIn,Sports,English
6.46,41,10,8,62,Hold,MBA,Pune,Referral,Sports,German
3.53,44,6,8,56,Hold,MBA,Chennai,Website,Sports,English
3.69,27,2,1,20,Reject,M.Tech,Hyderabad,Campus,Travel,French
0.29,94,9,2,62,Hold,B.Sc,Bangalore,Campus,Travel,Spanish
5.04,85,2,6,62,Hold,M.Tech,Chennai,LinkedIn,Music,Hindi
3.88,35,6,2,35,Reject,M.Tech,Pune,Campus,Photography,German
7.43,60,2,1,29,Reject,MBA,Pune,Website,Reading,Spanish
10.32,25,5,6,33,Reject,B.Tech,Pune,LinkedIn,Music,German
5.91,35,2,4,27,Reject,B.Sc,Bangalore,Website,Travel,English
0.99,29,8,9,51,Hold,B.Tech,Kolkata,LinkedIn,Photography,Hindi
11.2,27,8,10,50,Hold,BCA,Hyderabad,Indeed,Travel,German
9.7,26,2,4,34,Reject,MCA,Pune,Campus,Gaming,German
4.39,70,8,1,54,Hold,M.Tech,Hyderabad,Campus,Photography,Spanish
3.97,36,3,9,41,Reject,MBA,Bangalore,Campus,Music,Spanish
11.26,84,2,3,61,Hold,BCA,Mumbai,Referral,Gaming,Spanish
4.5,62,9,9,57,Hold,MCA,Hyderabad,Website,Reading,German
7.63,34,4,3,40,Reject,B.Tech,Hyderabad,Campus,Reading,English
11.82,62,9,4,62,Hold,M.Tech,Bangalore,Indeed,Travel,French
0.44,63,3,5,42,Reject,MBA,Bangalore,Campus,Photography,German
3.78,60,9,9,81,Hire,B.Tech,Hyderabad,Website,Music,Hindi
2.77,70,5,3,53,Hold,BCA,Delhi,LinkedIn,Gaming,Spanish
11.07,46,8,9,54,Hold,B.Tech,Delhi,LinkedIn,Reading,Hindi
6.61,30,3,8,36,Reject,MBA,Kolkata,Referral,Gaming,Hindi
0.64,53,5,1,39,Reject,BCA,Kolkata,LinkedIn,Sports,German
9.06,86,4,7,63,Hold,MCA,Chennai,Campus,Gaming,Hindi
8.21,59,10,10,74,Hire,B.Tech,Bangalore,Campus,Reading,French
7.95,56,10,3,60,Hold,BCA,Pune,Campus,Reading,Spanish
11.47,66,6,9,72,Hire,M.Tech,Pune,Campus,Music,German
10.5,73,6,8,74,Hire,B.Sc,Pune,Indeed,Sports,English
9.04,82,8,7,69,Hold,B.Tech,Kolkata,Campus,Travel,Hindi
2.67,59,6,7,58,Hold,MCA,Delhi,Indeed,Music,English
1.66,57,5,6,47,Reject,BCA,Mumbai,LinkedIn,Sports,Spanish
2.65,21,9,9,56,Hold,B.Sc,Kolkata,Referral,Photography,Hindi
2.47,56,3,5,38,Reject,B.Sc,Hyderabad,Indeed,Reading,Hindi
6.82,68,8,9,59,Hold,MCA,Kolkata,Referral,Photography,Hindi
7.96,39,9,6,59,Hold,BCA,Kolkata,Website,Reading,English
6.33,94,9,8,78,Hire,M.Tech,Hyderabad,Campus,Photography,Hindi
0.68,52,6,1,35,Reject,MCA,Mumbai,Indeed,Travel,German
4.36,20,1,6,20,Reject,B.Sc,Kolkata,Website,Gaming,English
11.61,39,1,7,47,Reject,MBA,Hyderabad,Website,Photography,French
8.35,74,4,4,50,Hold,MBA,Pune,LinkedIn,Travel,French
4.44,92,9,2,69,Hold,B.Sc,Delhi,Referral,Reading,French
8.06,48,6,7,55,Hold,MCA,Pune,Website,Sports,French
3.18,69,2,1,43,Reject,B.Sc,Bangalore,Website,Gaming,German
0.93,55,5,3,35,Reject,M.Tech,Mumbai,Website,Gaming,Spanish
6.34,97,3,2,54,Hold,MBA,Delhi,Campus,Reading,French
3.48,22,6,10,45,Reject,MBA,Pune,Campus,Travel,German
5.78,82,7,7,60,Hold,B.Sc,Pune,Website,Reading,Spanish
10.82,92,4,3,69,Hold,B.Tech,Bangalore,LinkedIn,Sports,Hindi
7.82,89,5,8,81,Hire,B.Sc,Mumbai,Referral,Reading,Hindi
8.68,27,6,7,43,Reject,B.Tech,Delhi,Referral,Gaming,French
1.23,21,4,6,38,Reject,B.Sc,Pune,Campus,Reading,French
5.76,33,2,10,49,Reject,BCA,Bangalore,Campus,Travel,English
4.85,52,3,1,36,Reject,BCA,Chennai,LinkedIn,Reading,Spanish
7.76,68,10,4,66,Hold,MCA,Bangalore,Website,Music,French
3.45,96,2,7,54,Hold,B.Sc,Delhi,Indeed,Reading,Hindi
4.6,44,1,6,36,Reject,BCA,Chennai,Indeed,Reading,Hindi
11.77,24,6,5,38,Reject,MCA,Pune,Indeed,Sports,Hindi
1.38,31,10,2,41,Reject,B.Tech,Bangalore,Website,Travel,English
2.4,23,10,3,37,Reject,BCA,Bangalore,Campus,Gaming,English
2.87,63,3,7,50,Hold,MCA,Chennai,Campus,Gaming,French
8.36,50,1,2,33,Reject,MBA,Pune,Indeed,Music,Spanish
8.56,97,7,9,80,Hire,B.Tech,Chennai,Campus,Photography,English
9.42,53,1,2,41,Reject,MCA,Hyderabad,LinkedIn,Music,French
4.57,63,1,7,53,Hold,MBA,Chennai,Referral,Gaming,Hindi
10.23,33,4,7,40,Reject,M.Tech,Mumbai,Indeed,Photography,Hindi
8.37,59,4,2,49,Reject,B.Sc,Pune,LinkedIn,Photography,German
8.56,30,6,2,40,Reject,M.Tech,Hyderabad,LinkedIn,Gaming,German
9.86,68,7,10,73,Hire,MCA,Chennai,Website,Reading,French
7.55,81,5,7,66,Hold,M.Tech,Mumbai,Referral,Gaming,English
5.07,43,4,7,38,Reject,B.Sc,Kolkata,LinkedIn,Gaming,English
0.37,31,5,8,33,Reject,MCA,Mumbai,Indeed,Gaming,English
7.15,43,2,4,25,Reject,B.Sc,Mumbai,Indeed,Music,Spanish
6.77,96,8,5,77,Hire,B.Sc,Hyderabad,Campus,Music,German
7.21,100,8,4,77,Hire,M.Tech,Pune,LinkedIn,Reading,German
